id,state,group,artifact,model,guess1,correct1,guess2,correct2,correct_any
uttar_pradesh_86,uttar_pradesh,Hindi-Urdu,petha,tiny-aya-earth,Gulab Jamun,False,Rasgulla,False,False
uttar_pradesh_87,uttar_pradesh,Hindi-Urdu,Thumri,tiny-aya-earth,झुलनी,False,झुलनी,False,False
uttar_pradesh_88,uttar_pradesh,Hindi-Urdu,dadra,tiny-aya-earth,Garba,False,Dandiya Raas,False,False
uttar_pradesh_89,uttar_pradesh,Hindi-Urdu,Chikankari,tiny-aya-earth,Chikankari,True,,False,True
uttar_pradesh_90,uttar_pradesh,Hindi-Urdu,shahnai,tiny-aya-earth,Tabla,False,Sarangi,False,False
uttar_pradesh_91,uttar_pradesh,Hindi-Urdu,Banaras or Kashi,tiny-aya-earth,Varanasi,False,Ans: Kashi,False,False
uttar_pradesh_92,uttar_pradesh,Hindi-Urdu,Ramlila,tiny-aya-earth,Gharana Natak,False,Garba Natak,False,False
uttar_pradesh_93,uttar_pradesh,Hindi-Urdu,Taj mahal,tiny-aya-earth,Taj Mahal,True,,False,True
uttar_pradesh_94,uttar_pradesh,Hindi-Urdu,Kathak,tiny-aya-earth,Bharatanatyam,False,Odissi,False,False
uttar_pradesh_95,uttar_pradesh,Hindi-Urdu,Banarasi Saree,tiny-aya-earth,Benarasi saree,False,Chikankari saree,False,False
bihar_96,bihar,Hindi-Urdu,gupta dynasty,tiny-aya-earth,Mauryan Dynasty,False,Gupta Dynasty,True,True
bihar_97,bihar,Hindi-Urdu,litti,tiny-aya-earth,Chapati with dal makhani,False,Samosa,False,False
bihar_98,bihar,Hindi-Urdu,litchi,tiny-aya-earth,Cherimoya,False,Guava,False,False
bihar_99,bihar,Hindi-Urdu,mithila painting,tiny-aya-earth,Mithila painting,True,,False,True
bihar_100,bihar,Hindi-Urdu,mahabodhi temple,tiny-aya-earth,Mahabodhi Temple,True,,False,True
bihar_101,bihar,Hindi-Urdu,jayaprakash narayan,tiny-aya-earth,Janata Dal (United),False,Janata Dal (Lokesh),False,False
bihar_102,bihar,Hindi-Urdu,bodh gaya,tiny-aya-earth,Girnarjuniya,False,Ans: Bodh Gaya,True,True
bihar_103,bihar,Hindi-Urdu,jhumar,tiny-aya-earth,Garba,False,Dandiya Raas,False,False
bihar_104,bihar,Hindi-Urdu,rajendra prasad,tiny-aya-earth,No answer found.,False,Dr. Rajendra Prasad,True,True
bihar_105,bihar,Hindi-Urdu,ganga bridge,tiny-aya-earth,Ganga Aarti Bridge,False,Ans: Brahmaputra Bridge,False,False
bihar_106,bihar,Hindi-Urdu,sattu,tiny-aya-earth,Chawal Chana,False,Besan,False,False
bihar_107,bihar,Hindi-Urdu,maurya dynasty,tiny-aya-earth,Mauryan Empire,False,Ans: Maurya Dynasty,True,True
delhi_108,delhi,Hindi-Urdu,Momos,tiny-aya-earth,Dosa,False,Vada,False,False
delhi_109,delhi,Hindi-Urdu,Murthal,tiny-aya-earth,Noida,False,Ghaziabad,False,False
delhi_110,delhi,Hindi-Urdu,Connaught place,tiny-aya-earth,Chandni Chowk,False,Ans: Connaught Place,True,True
delhi_111,delhi,Hindi-Urdu,Gedi maarna,tiny-aya-earth,Chai Sip,False,Chaat Bazaar,False,False
delhi_112,delhi,Hindi-Urdu,Jama Masjid,tiny-aya-earth,Red Fort,False,Ans: Jama Masjid,True,True
delhi_113,delhi,Hindi-Urdu,Sarojini Market,tiny-aya-earth,Chandni Chowk,False,Ans: Chandni Chowk,False,False
delhi_114,delhi,Hindi-Urdu,Hauz khaas,tiny-aya-earth,Chandni Chowk,False,Ans: Lodhi Garden,False,False
delhi_115,delhi,Hindi-Urdu,Chandani Chowk,tiny-aya-earth,Chandni Chowk,False,Ans: Connaught Place,False,False
delhi_116,delhi,Hindi-Urdu,Kadhai waala doodh,tiny-aya-earth,Gulab Jamun,False,Chaas,False,False
delhi_117,delhi,Hindi-Urdu,Street food culture,tiny-aya-earth,Biryani,False,Chaat,False,False
rajasthan_118,rajasthan,Hindi-Urdu,daal baati,tiny-aya-earth,Gatte ki Sabzi,False,Besan Khichdi,False,False
rajasthan_119,rajasthan,Hindi-Urdu,gatte,tiny-aya-earth,Churma,False,Besan Barfi,False,False
rajasthan_120,rajasthan,Hindi-Urdu,hawa mahal,tiny-aya-earth,Hoysala Temple,False,Ans: Jal Mahal,False,False
rajasthan_121,rajasthan,Hindi-Urdu,ghoomar,tiny-aya-earth,Ghoomar,True,,False,True
rajasthan_122,rajasthan,Hindi-Urdu,laal maas,tiny-aya-earth,Dal Bati Churma,False,Gatte ki Sabzi,False,False
rajasthan_123,rajasthan,Hindi-Urdu,bhangarh,tiny-aya-earth,Chhau Killa,False,Dil Killa,False,False
rajasthan_124,rajasthan,Hindi-Urdu,ghewar,tiny-aya-earth,Ghewar,True,,False,True
rajasthan_125,rajasthan,Hindi-Urdu,keoladeo national park,tiny-aya-earth,Keoladeo Bird Sanctuary,False,Ans: Keoladeo Bird Sanctuary,False,False
rajasthan_126,rajasthan,Hindi-Urdu,maal puha,tiny-aya-earth,Ghewar,False,Barfi,False,False
rajasthan_127,rajasthan,Hindi-Urdu,lake pichola,tiny-aya-earth,Pichola Lake,False,Ans: Khejarilala Lake,False,False
rajasthan_128,rajasthan,Hindi-Urdu,chittorgarh palace,tiny-aya-earth,Amber Fort,False,Mehrangarh Fort,False,False
andhra_pradesh_0,andhra_pradesh,Telugu,Tirupati Balaji temple,tiny-aya-water,Vishnu Temple at Tirupati,False,Vishnu Temple at Tirupati,False,False
andhra_pradesh_1,andhra_pradesh,Telugu,Rushi konda beach,tiny-aya-water,Chilika Beach,False,Ans: Rann of Kutch,False,False
andhra_pradesh_2,andhra_pradesh,Telugu,kakinada kaja,tiny-aya-water,Jalebi,False,Barfi,False,False
andhra_pradesh_3,andhra_pradesh,Telugu,Prakasam barrage,tiny-aya-water,Kanaka Durga Bridge,False,Vijayawada Raft,False,False
andhra_pradesh_4,andhra_pradesh,Telugu,kalamkari paintings,tiny-aya-water,Kalamkalam print,False,Madhubani print,False,False
andhra_pradesh_5,andhra_pradesh,Telugu,Brass idol of Nataraja in Tirupati,tiny-aya-water,Gaja Ganesha,False,Gaja Ganesha,False,False
andhra_pradesh_6,andhra_pradesh,Telugu,Kuchipudi,tiny-aya-water,Kuchipudi,True,,False,True
andhra_pradesh_7,andhra_pradesh,Telugu,Ikat Puri weaving,tiny-aya-water,Kalamkiri,False,Patachitra,False,False
andhra_pradesh_8,andhra_pradesh,Telugu,kondapalli toys,tiny-aya-water,Wooden dolls,False,Gollu,False,False
andhra_pradesh_9,andhra_pradesh,Telugu,Kamal kadai embroidery,tiny-aya-water,Kanchipuram,False,Zardozi,False,False
andhra_pradesh_10,andhra_pradesh,Telugu, Kolannalu or kolattam,tiny-aya-water,Gollu,False,Gudi,False,False
andhra_pradesh_11,andhra_pradesh,Telugu,Mangalagiri Handloom Sarees,tiny-aya-water,Chunni,False,Pancha,False,False
andhra_pradesh_12,andhra_pradesh,Telugu,chandragiri fort,tiny-aya-water,Machilipatnam Fort,False,Ans: Amaravati Fort,False,False
andhra_pradesh_13,andhra_pradesh,Telugu,Dharmavaram pattu,tiny-aya-water,Kanchipuram saree,False,Chilkurthi,False,False
telangana_14,telangana,Telugu,Batukamma/Bathukamma,tiny-aya-water,Golu,False,Bonalu,False,False
telangana_15,telangana,Telugu,Charminar,tiny-aya-water,Charminar,True,,False,True
telangana_16,telangana,Telugu,Kakatiya,tiny-aya-water,Warangal,False,Ans: Kakatiya,True,True
telangana_17,telangana,Telugu,Hyderabadi Biryani,tiny-aya-water,Biryani,True,,False,True
telangana_18,telangana,Telugu,Peddamma gudi,tiny-aya-water,Charminar,False,Ans: Birla Mandir,False,False
telangana_19,telangana,Telugu,Gadwal saree,tiny-aya-water,Chandrakant,False,Kamrupa,False,False
telangana_20,telangana,Telugu,Salarjung Mueseum,tiny-aya-water,Charminar,False,Ans: Birla Mandir,False,False
telangana_21,telangana,Telugu,durries from Warangal,tiny-aya-water,Warangal Chintal,False,Warangal Chintal,False,False
telangana_22,telangana,Telugu,Hussain Sagar,tiny-aya-water,Hussain Sagar,True,,False,True
telangana_23,telangana,Telugu,Golconda Fort,tiny-aya-water,Charminar,False,Ans: Birla Mandir,False,False
telangana_24,telangana,Telugu,langa voni,tiny-aya-water,Choli,False,Pattu,False,False
telangana_25,telangana,Telugu,Bonaalu/Bonalu,tiny-aya-water,Maha Kali Puja,False,Navaratri,False,False
telangana_26,telangana,Telugu,Birla Mandir,tiny-aya-water,Ramappa Temple,False,Ans: Ramappa Temple,False,False
punjab_27,punjab,Punjabi,lassi,tiny-aya-water,Buttermilk Lassi,True,,False,True
punjab_28,punjab,Punjabi,bhangra,tiny-aya-water,Giddha,False,Baana,False,False
punjab_29,punjab,Punjabi,lohri,tiny-aya-water,Lohri,True,,False,True
punjab_30,punjab,Punjabi,basant panchmi,tiny-aya-water,Vaisakhi,False,Lohri,False,False
punjab_31,punjab,Punjabi,punjabi jutti,tiny-aya-water,Chappals,False,Chappals,False,False
punjab_32,punjab,Punjabi,virasat e khalsa,tiny-aya-water,Golden Temple,False,Akal Takht,False,False
punjab_33,punjab,Punjabi,golden temple,tiny-aya-water,Golden Temple,True,,False,True
punjab_34,punjab,Punjabi,sarson ka saag,tiny-aya-water,Sanjhi,False,Gajjar Salan,False,False
punjab_35,punjab,Punjabi,paranda,tiny-aya-water,Kuchcha,False,Bandi,False,False
punjab_36,punjab,Punjabi,baba farid,tiny-aya-water,Guru Nanak Dev Ji,False,Guru Arjan Dev Ji,False,False
punjab_37,punjab,Punjabi,nakashi,tiny-aya-water,Zardzi,False,Phulkari,False,False
punjab_38,punjab,Punjabi,saggi phull,tiny-aya-water,Channar,False,Phulkari,False,False
punjab_39,punjab,Punjabi,pakhi,tiny-aya-water,Chilla,False,"Chilla is not the correct answer. The correct answer is a hand-cranked fan, but that is not a traditional Punjab",False,False
punjab_40,punjab,Punjabi,heer ranjha,tiny-aya-water,Amrit Saagar,False,Patni Padonnai,False,False
punjab_41,punjab,Punjabi,baisakhi,tiny-aya-water,Vaisakhi,False,Baisakhi,True,True
punjab_42,punjab,Punjabi,dastar,tiny-aya-water,Turban,False,Dastar,True,True
punjab_43,punjab,Punjabi,kaintha,tiny-aya-water,Pagri,False,Turban,False,False
punjab_44,punjab,Punjabi,gurudwara,tiny-aya-water,Gurdwara,False,Langar,False,False
punjab_45,punjab,Punjabi,turban,tiny-aya-water,Turban,True,,False,True
punjab_46,punjab,Punjabi,chudha,tiny-aya-water,Kara Soti,False,Phulkari,False,False
west_bengal_47,west_bengal,Bengali,nabanna,tiny-aya-water,Calcutta High Court Building,False,Ans: Victoria Memorial,False,False
west_bengal_48,west_bengal,Bengali,dokra,tiny-aya-water,Chokha,False,Chokha,False,False
west_bengal_49,west_bengal,Bengali,bamboo craft,tiny-aya-water,Bamboo,True,,False,True
west_bengal_50,west_bengal,Bengali,chhau dance,tiny-aya-water,Durmura,False,Garba,False,False
west_bengal_51,west_bengal,Bengali,kantha,tiny-aya-water,Chador,False,Phuraan,False,False
west_bengal_52,west_bengal,Bengali,elish fish fry,tiny-aya-water,Paturi,False,Hilsa Fish Rosha,False,False
west_bengal_53,west_bengal,Bengali,wb new,tiny-aya-water,Butter,False,Ghee,False,False
west_bengal_54,west_bengal,Bengali,jamdani saree,tiny-aya-water,No Bagru,False,Chador,False,False
west_bengal_55,west_bengal,Bengali,terracotta craft,tiny-aya-water,Chendralekha,False,Chendhi,False,False
west_bengal_56,west_bengal,Bengali,kirtan,tiny-aya-water,Chhandra Chori,False,Gauri Gaatha,False,False
west_bengal_57,west_bengal,Bengali,misti doi,tiny-aya-water,Mishti doi,False,Rasgulla,False,False
west_bengal_58,west_bengal,Bengali,sundarban,tiny-aya-water,Sundarbans,True,,False,True
west_bengal_59,west_bengal,Bengali,tant saree,tiny-aya-water,Bengali Banarasi,False,Bengali Banarasi,False,False
west_bengal_60,west_bengal,Bengali,patachitra,tiny-aya-water,Blockprint,False,Ans: Blockprint,False,False
west_bengal_61,west_bengal,Bengali,baul,tiny-aya-water,Bhongo,False,Garba,False,False
west_bengal_62,west_bengal,Bengali,royal bengal tiger,tiny-aya-water,Bengal Tiger,True,,False,True
west_bengal_63,west_bengal,Bengali,rabindra sangeet,tiny-aya-water,Bengali film songs,False,Bhangra,False,False
west_bengal_64,west_bengal,Bengali,najrul geeti,tiny-aya-water,Bengali folk songs,False,Bhane Bhane Re,False,False
west_bengal_65,west_bengal,Bengali,banga mata,tiny-aya-water,Chitra Kolaj,False,Paduchitra,False,False
west_bengal_66,west_bengal,Bengali,kobigaan,tiny-aya-water,Baul song,False,Bhajan,False,False
maharashtra_67,maharashtra,Marathi,modak,tiny-aya-water,Gulab Jamun,False,Khandvi,False,False
maharashtra_68,maharashtra,Marathi,vada pav,tiny-aya-water,Paratha,False,Pav,False,False
maharashtra_69,maharashtra,Marathi,powada,tiny-aya-water,Dilbar,False,Deshpat,False,False
maharashtra_70,maharashtra,Marathi,lavani,tiny-aya-water,Garba,False,Dandiya Raas,False,False
maharashtra_71,maharashtra,Marathi,sol kadhi,tiny-aya-water,Gudi Matki,False,Nariyal Kokam,False,False
maharashtra_72,maharashtra,Marathi,paithani,tiny-aya-water,Chikankari saree,False,Phulkari saree,False,False
maharashtra_73,maharashtra,Marathi,local train,tiny-aya-water,Mumbai Metro,False,Lokmanya Tilak Terminus,False,False
maharashtra_74,maharashtra,Marathi,ajanta caves,tiny-aya-water,Ellora Caves,False,Ans: Ajanta Caves,True,True
maharashtra_75,maharashtra,Marathi,bollywood,tiny-aya-water,Bollywood,True,,False,True
maharashtra_76,maharashtra,Marathi,aam ras,tiny-aya-water,Vada Pav,False,Payasa,False,False
maharashtra_77,maharashtra,Marathi,tandalachi bhakri,tiny-aya-water,Roti kutty,False,chapati,False,False
maharashtra_78,maharashtra,Marathi,shirdi,tiny-aya-water,Sai Baba Dandi,False,Ans: Trimbakeshwar,False,False
maharashtra_79,maharashtra,Marathi,aksa beach,tiny-aya-water,Juhu Beach,False,Juhu Beach,False,False
maharashtra_80,maharashtra,Marathi,bangda fish curry,tiny-aya-water,Koli Makhana,False,Koli Fish Curry,False,False
maharashtra_81,maharashtra,Marathi,zunka bhakri,tiny-aya-water,Dhokla,False,Pav Bhaji,False,False
maharashtra_82,maharashtra,Marathi,pithla bhakri,tiny-aya-water,Roti,False,Ghewar,False,False
uttar_pradesh_83,uttar_pradesh,Hindi-Urdu,Charkula,tiny-aya-water,Ghatstha,False,Garba,False,False
uttar_pradesh_84,uttar_pradesh,Hindi-Urdu,Nautanki,tiny-aya-water,Garba,False,Dandiya Raas,False,False
uttar_pradesh_85,uttar_pradesh,Hindi-Urdu,Lucknow Kurta or kurta payjama,tiny-aya-water,Kurta,True,,False,True
uttar_pradesh_86,uttar_pradesh,Hindi-Urdu,petha,tiny-aya-water,Gulab Jamun,False,Rasgulla,False,False
uttar_pradesh_87,uttar_pradesh,Hindi-Urdu,Thumri,tiny-aya-water,झुलनी,False,झुलनी,False,False
uttar_pradesh_88,uttar_pradesh,Hindi-Urdu,dadra,tiny-aya-water,Garba,False,Dandiya Raas,False,False
uttar_pradesh_89,uttar_pradesh,Hindi-Urdu,Chikankari,tiny-aya-water,Chikankari,True,,False,True
uttar_pradesh_90,uttar_pradesh,Hindi-Urdu,shahnai,tiny-aya-water,Tabla,False,Sarangi,False,False
uttar_pradesh_91,uttar_pradesh,Hindi-Urdu,Banaras or Kashi,tiny-aya-water,Varanasi,False,Ans: Kashi,False,False
uttar_pradesh_92,uttar_pradesh,Hindi-Urdu,Ramlila,tiny-aya-water,Gharana Natak,False,Garba Natak,False,False
uttar_pradesh_93,uttar_pradesh,Hindi-Urdu,Taj mahal,tiny-aya-water,Taj Mahal,True,,False,True
uttar_pradesh_94,uttar_pradesh,Hindi-Urdu,Kathak,tiny-aya-water,Bharatanatyam,False,Odissi,False,False
uttar_pradesh_95,uttar_pradesh,Hindi-Urdu,Banarasi Saree,tiny-aya-water,Benarasi saree,False,Chikankari saree,False,False
bihar_96,bihar,Hindi-Urdu,gupta dynasty,tiny-aya-water,Mauryan Dynasty,False,Gupta Dynasty,True,True
bihar_97,bihar,Hindi-Urdu,litti,tiny-aya-water,Chapati with dal makhani,False,Samosa,False,False
bihar_98,bihar,Hindi-Urdu,litchi,tiny-aya-water,Cherimoya,False,Guava,False,False
bihar_99,bihar,Hindi-Urdu,mithila painting,tiny-aya-water,Miniature Painting,False,Madhubani Painting,False,False
bihar_100,bihar,Hindi-Urdu,mahabodhi temple,tiny-aya-water,Mahabodhi Temple,True,,False,True
bihar_101,bihar,Hindi-Urdu,jayaprakash narayan,tiny-aya-water,Janata Dal,False,Janata Party,False,False
bihar_102,bihar,Hindi-Urdu,bodh gaya,tiny-aya-water,Girnarjuniya,False,Ans: Bodh Gaya,True,True
bihar_103,bihar,Hindi-Urdu,jhumar,tiny-aya-water,Garba,False,Dandiya Raas,False,False
bihar_104,bihar,Hindi-Urdu,rajendra prasad,tiny-aya-water,No answer found.,False,Dr. Rajendra Prasad,True,True
bihar_105,bihar,Hindi-Urdu,ganga bridge,tiny-aya-water,Ganga Aarti Bridge,False,Ans: Ram Setu,False,False
bihar_106,bihar,Hindi-Urdu,sattu,tiny-aya-water,Chawal Churi,False,Besan Roti,False,False
bihar_107,bihar,Hindi-Urdu,maurya dynasty,tiny-aya-water,Mauryan Empire,False,Ans: Maurya Dynasty,True,True
delhi_108,delhi,Hindi-Urdu,Momos,tiny-aya-water,Dosa,False,Vada,False,False
delhi_109,delhi,Hindi-Urdu,Murthal,tiny-aya-water,Noida,False,Ghaziabad,False,False
delhi_110,delhi,Hindi-Urdu,Connaught place,tiny-aya-water,Chandni Chowk,False,Ans: Connaught Place,True,True
delhi_111,delhi,Hindi-Urdu,Gedi maarna,tiny-aya-water,Chai Sip,False,Chaat Bazaar,False,False
delhi_112,delhi,Hindi-Urdu,Jama Masjid,tiny-aya-water,Red Fort,False,Ans: Jama Masjid,True,True
delhi_113,delhi,Hindi-Urdu,Sarojini Market,tiny-aya-water,Chandni Chowk,False,Ans: Chandni Chowk,False,False
delhi_114,delhi,Hindi-Urdu,Hauz khaas,tiny-aya-water,Chandni Chowk,False,Ans: Lodhi Garden,False,False
delhi_115,delhi,Hindi-Urdu,Chandani Chowk,tiny-aya-water,Chandni Chowk,False,Ans: Connaught Place,False,False
delhi_116,delhi,Hindi-Urdu,Kadhai waala doodh,tiny-aya-water,Gulab Jamun,False,Kulfi,False,False
delhi_117,delhi,Hindi-Urdu,Street food culture,tiny-aya-water,Biryani,False,Chaat,False,False
rajasthan_118,rajasthan,Hindi-Urdu,daal baati,tiny-aya-water,Gatte ki Sabzi,False,Dal Bati Churma,False,False
rajasthan_119,rajasthan,Hindi-Urdu,gatte,tiny-aya-water,Churma,False,Besan Barfi,False,False
rajasthan_120,rajasthan,Hindi-Urdu,hawa mahal,tiny-aya-water,Hoysala Temple,False,Jal Mahal,False,False
rajasthan_121,rajasthan,Hindi-Urdu,ghoomar,tiny-aya-water,Ghoomar,True,,False,True
rajasthan_122,rajasthan,Hindi-Urdu,laal maas,tiny-aya-water,Dal Bati Churma,False,Gatte ki Sabzi,False,False
rajasthan_123,rajasthan,Hindi-Urdu,bhangarh,tiny-aya-water,Chhau Killa,False,Dil Killa,False,False
rajasthan_124,rajasthan,Hindi-Urdu,ghewar,tiny-aya-water,Ghewar,True,,False,True
rajasthan_125,rajasthan,Hindi-Urdu,keoladeo national park,tiny-aya-water,Keoladeo Bird Sanctuary,False,Ans: Keoladeo Bird Sanctuary,False,False
rajasthan_126,rajasthan,Hindi-Urdu,maal puha,tiny-aya-water,Ghewar,False,Barfi,False,False
rajasthan_127,rajasthan,Hindi-Urdu,lake pichola,tiny-aya-water,Pichola Lake,False,Ans: Khejarilala Lake,False,False
rajasthan_128,rajasthan,Hindi-Urdu,chittorgarh palace,tiny-aya-water,Amber Fort,False,Mehrangarh Fort,False,False
